,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BCLASS,ADDRESS,APT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,CONDOLOT
85,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,373,7501,,R4,324 EAST 4TH   STREET                    ,2A,10009,1,0,1,0,0,1920,2,R4,1395796,2016-07-28,1002
86,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,373,7501,,R4,324 EAST 4TH   STREET                    ,6B,10009,1,0,1,0,0,1920,2,R4,792812,2016-07-28,1010
87,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,375,7501,,R4,754 EAST 6TH   STREET                    ,5A,10009,1,0,1,0,0,0,2,R4,975000,2015-08-14,1017
88,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,375,7501,,R4,754 EAST 6TH   STREET                    ,6B,10009,1,0,1,0,0,0,2,R4,840000,2015-12-30,1023
89,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,7503,,R4,310 EAST HOUSTON STREET                  ,PHF,10002,1,0,1,0,0,2005,2,R4,0,2016-04-25,1224
90,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,5B,10009,1,0,1,0,0,1928,2,R4,1750000,2016-03-14,1019
91,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,14E,10009,1,0,1,0,0,1928,2,R4,0,2016-04-30,1075
92,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,14E,10009,1,0,1,0,0,1928,2,R4,931000,2015-12-23,1075
93,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,PHB,10009,1,0,1,0,0,1928,2,R4,0,2016-04-30,1085
94,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,PHB,10009,1,0,1,0,0,1928,2,R4,2180000,2015-09-15,1085
95,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,PHC,10009,1,0,1,0,0,1928,2,R4,0,2016-04-30,1086
96,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7501,,R4,143 AVENUE B                             ,PHC,10009,1,0,1,0,0,1928,2,R4,0,2015-09-15,1086
97,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,7502,,R4,631 EAST 9TH   STREET                    ,5B,10009,1,0,1,0,0,2005,2,R4,1450000,2016-03-15,1122
98,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,2A,10009,1,0,1,0,0,1910,2,R4,549855,2016-04-27,1503
99,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,2B,10009,1,0,1,0,0,1910,2,R4,830000,2016-04-22,1504
100,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,2C,10009,1,0,1,0,0,1910,2,R4,681159,2016-05-13,1505
101,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,4D,10009,1,0,1,0,0,1910,2,R4,750959,2016-07-14,1514
102,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,5E,10009,1,0,1,0,0,1910,2,R4,865512,2016-05-27,1520
103,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,6B,10009,1,0,1,0,0,1910,2,R4,880000,2016-05-13,1522
104,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,6C,10009,1,0,1,0,0,1910,2,R4,789143,2016-05-11,1523
105,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,6E,10009,1,0,1,0,0,1910,2,R4,850000,2016-05-05,1525
106,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,7B,10009,1,0,1,0,0,1910,2,R4,1377455,2016-06-30,1526
107,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,8B,10009,1,0,1,0,0,1910,2,R4,1272812,2016-06-09,1529
108,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,9B,10009,1,0,1,0,0,1910,2,R4,1232082,2016-05-05,1532
109,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,394,0,,R4,189 AVENUE C                             ,10B,10009,1,0,1,0,0,1910,2,R4,1375000,2016-05-12,1535
110,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,7504,,R4,525 EAST 11TH   STREET                   ,4F,10009,1,0,1,0,0,1965,2,R4,950000,2016-05-06,1313
111,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,7504,,R4,525 EAST 11TH   STREET                   ,5A,10009,1,0,1,0,0,1965,2,R4,1725000,2015-09-24,1314
112,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,2F,10009,1,0,1,0,0,2013,2,R4,1323725,2016-07-26,1202
113,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,3F,10009,1,0,1,0,0,2013,2,R4,1272812,2016-05-05,1204
114,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,3R,10009,1,0,1,0,0,2013,2,R4,1272812,2016-06-06,1205
115,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,4F,10009,1,0,1,0,0,2013,2,R4,1486645,2016-07-13,1206
116,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,5F,10009,1,0,1,0,0,2013,2,R4,1603743,2016-06-24,1208
117,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,5R,10009,1,0,1,0,0,2013,2,R4,1549776,2016-07-18,1209
118,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,6F,10009,1,0,1,0,0,2013,2,R4,1578287,2016-04-28,1210
119,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,406,7503,,R4,536 EAST 13TH   STREET                   ,6R,10009,1,0,1,0,0,2013,2,R4,1629200,2016-05-11,1211
163,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,394,0,,R5,189 AVENUE C                             ,C.U.,10009,0,1,1,0,0,1910,4,R5,1802937,2016-05-05,1501
164,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,394,0,,R5,189 AVENUE C                             ,C.F,10009,0,1,1,0,0,1910,4,R5,0,2016-05-05,1502
514,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,690,7501,,R4,520 WEST 19TH   STREET                   ,7A,10011,1,0,1,0,0,2007,2,R4,0,2016-03-11,1017
515,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 11TH   AVENUE                        ,3A,10011,1,0,1,0,0,2007,2,R4,650000,2016-06-15,1002
516,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 11TH   AVENUE                        ,5B,10011,1,0,1,0,0,2007,2,R4,2475000,2016-02-19,1012
517,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 11TH AVENUE                          ,6D,10011,1,0,1,0,0,2007,2,R4,0,2015-11-03,1018
518,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 11TH AVENUE                          ,7C,10011,1,0,1,0,0,2007,2,R4,1925000,2016-07-14,1021
519,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 11TH   AVENUE                        ,9C,10011,1,0,1,0,0,2007,2,R4,1995000,2015-09-11,1029
520,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7501,,R4,100 ELEVENTH AVENUE                      ,10C,10011,1,0,1,0,0,2007,2,R4,4152000,2016-01-22,1033
521,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,TH,10011,1,0,1,0,0,2013,2,R4,12371737,2015-12-03,1107
522,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,2C,10011,1,0,1,0,0,2013,2,R4,2179055,2015-09-18,1109
523,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,2B,10011,1,0,1,0,0,2013,2,R4,6260000,2016-05-31,1110
524,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,2A,10011,1,0,1,0,0,2013,2,R4,4582125,2015-09-24,1111
525,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,4C,10011,1,0,1,0,0,2013,2,R4,3767525,2015-10-15,1114
526,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,4D,10011,1,0,1,0,0,2013,2,R4,2280880,2015-10-07,1115
527,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,4B,10011,1,0,1,0,0,2013,2,R4,3197305,2015-09-25,1116
528,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,4A,10011,1,0,1,0,0,2013,2,R4,4724680,2015-09-08,1117
529,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,4W,10011,1,0,1,0,0,2013,2,R4,6900000,2015-09-22,1118
530,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,5C,10011,1,0,1,0,0,2013,2,R4,3981357,2015-11-18,1119
531,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,5D,10011,1,0,1,0,0,2013,2,R4,2352157,2015-10-02,1120
532,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,5B,10011,1,0,1,0,0,2013,2,R4,3350042,2015-10-02,1121
533,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,5A,10011,1,0,1,0,0,2013,2,R4,4828000,2016-04-15,1122
534,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,5W,10011,1,0,1,0,0,2013,2,R4,7484137,2015-12-18,1123
535,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,6C,10011,1,0,1,0,0,2013,2,R4,4215555,2015-12-07,1124
536,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,6D,10011,1,0,1,0,0,2013,2,R4,2433617,2015-11-10,1125
537,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,6B,10011,1,0,1,0,0,2013,2,R4,3502780,2015-11-13,1126
538,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,6A,10011,1,0,1,0,0,2013,2,R4,5447637,2015-11-02,1127
539,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,6W,10011,1,0,1,0,0,2013,2,R4,7500000,2016-03-02,1128
540,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,7D,10011,1,0,1,0,0,2013,2,R4,2586355,2015-11-19,1130
541,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,7B,10011,1,0,1,0,0,2013,2,R4,3706430,2015-11-30,1131
542,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,7A,10011,1,0,1,0,0,2013,2,R4,5702200,2015-12-15,1132
543,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,7W,10011,1,0,1,0,0,2013,2,R4,8300000,2016-01-08,1133
544,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,8C,10011,1,0,1,0,0,2013,2,R4,4582125,2016-01-12,1134
545,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,8D,10011,1,0,1,0,0,2013,2,R4,2688180,2015-12-15,1135
546,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,8B,10011,1,0,1,0,0,2013,2,R4,4139186,2016-01-29,1136
547,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,8A,10011,1,0,1,0,0,2013,2,R4,6029521,2016-02-12,1137
548,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,8W,10011,1,0,1,0,0,2013,2,R4,8767132,2016-01-19,1138
549,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,691,7502,,R4,505 WEST 19TH   STREET                   ,PH2,10011,1,0,1,0,0,2013,2,R4,17921200,2016-03-16,1141
550,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,692,7501,,R4,120 11TH   AVENUE                        ,4B,10011,1,0,1,0,0,1910,2,R4,7200000,2015-08-24,1008
553,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,3A,10011,1,0,1,0,0,2013,2,R4,3770275,2016-07-14,1101
554,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,3D,10011,1,0,1,0,0,2013,2,R4,2475350,2016-06-16,1104
555,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,4C,10011,1,0,1,0,0,2013,2,R4,3558479,2016-06-13,1110
556,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,4D,10011,1,0,1,0,0,2013,2,R4,2955675,2016-06-10,1111
557,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,4E,10011,1,0,1,0,0,2013,2,R4,3108412,2016-07-13,1112
558,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,6A,10011,1,0,1,0,0,2013,2,R4,5959512,2016-06-30,1117
559,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,693,7502,,R4,551 WEST 21ST   STREET                   ,7A,10011,1,0,1,0,0,2013,2,R4,6264987,2016-06-20,1120
560,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,694,7501,,R4,525 WEST 22ND   STREET                   ,3E,10011,1,0,1,0,0,0,2,R4,3125000,2016-03-07,1015
561,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,694,7501,,R4,525 WEST 22ND   STREET                   ,5C,10011,1,0,1,0,0,0,2,R4,3150000,2015-08-07,1025
562,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7505,,R4,519 WEST 23RD STREET                     ,R3,10011,1,0,1,0,0,2005,2,R4,0,2016-07-08,1103
563,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N3J,10011,1,0,1,0,0,2005,2,R4,1035000,2016-06-30,1312
564,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N3N,10011,1,0,1,0,0,2005,2,R4,1040000,2015-08-17,1316
565,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 W 23                                 ,S4P,10011,1,0,1,0,0,2005,2,R4,750000,2015-09-03,1363
566,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23 STREET                       ,N5H,10011,1,0,1,0,0,2005,2,R4,1100000,2016-05-23,1373
567,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N5H,10011,1,0,1,0,0,2005,2,R4,0,2016-04-28,1373
568,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N5P,10011,1,0,1,0,0,2005,2,R4,976000,2015-10-23,1379
569,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N5Q,10011,1,0,1,0,0,2005,2,R4,755000,2015-12-01,1380
570,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N5Q,10011,1,0,1,0,0,2005,2,R4,0,2015-11-30,1380
571,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,S5G,10011,1,0,1,0,0,2005,2,R4,0,2016-05-13,1388
572,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N6B,10011,1,0,1,0,0,2005,2,R4,960000,2015-10-01,1399
573,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N6L,10011,1,0,1,0,0,2005,2,R4,0,2016-02-01,1408
574,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,S7P,10011,1,0,1,0,0,2005,2,R4,768000,2016-07-15,1459
575,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N9C,10011,1,0,1,0,0,2005,2,R4,701000,2015-08-28,1496
576,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N9F,10011,1,0,1,0,0,2005,2,R4,1675000,2016-04-07,1499
577,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,N9H,10011,1,0,1,0,0,2005,2,R4,995000,2015-09-15,1501
578,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,S9L,10011,1,0,1,0,0,2005,2,R4,1925000,2015-11-24,1520
579,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N10G,10011,1,0,1,0,0,2005,2,R4,765000,2016-01-15,1532
580,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,N10M,10011,1,0,1,0,0,2005,2,R4,1070000,2016-02-10,1537
581,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,S10H,10011,1,0,1,0,0,2005,2,R4,0,2015-10-30,1549
582,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,S10H,10011,1,0,1,0,0,2005,2,R4,950000,2015-09-21,1549
583,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,S10Q,10011,1,0,1,0,0,2005,2,R4,940000,2015-10-07,1556
584,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,S11A,10011,1,0,1,0,0,2005,2,R4,910000,2016-03-16,1567
585,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD STREET                     ,S11P,10011,1,0,1,0,0,2005,2,R4,765000,2015-12-07,1580
586,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7503,,R4,555 WEST 23RD   STREET                   ,S12Q,10011,1,0,1,0,0,2005,2,R4,950000,2016-02-04,1606
587,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7504,,R4,231 10TH AVENUE                          ,2B,10011,1,0,1,0,0,2005,2,R4,2075000,2015-11-23,1703
588,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7504,,R4,231 10TH   AVENUE                        ,8A,10011,1,0,1,0,0,2005,2,R4,2787500,2015-12-01,1714
589,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7507,,R4,515 WEST 23RD   STREET                   ,RU10,10011,1,0,1,0,0,2008,2,R4,6500000,2015-09-02,1915
590,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7508,,R4,508 WEST 24TH   STREET                   ,PHS,10011,1,0,1,0,0,2013,2,R4,8502387,2015-08-10,2013
591,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,695,7508,,R4,508 WEST 24TH   STREET                   ,PHA,10011,1,0,1,0,0,2013,2,R4,9500000,2015-08-26,2014
592,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH   STREET                   ,2A,10001,1,0,1,0,0,2009,2,R4,775200,2015-10-26,1204
593,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH STREET                     ,5A,10001,1,0,1,0,0,2009,2,R4,865000,2016-06-07,1229
594,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH   STREET                   ,5F,10001,1,0,1,0,0,2009,2,R4,1315000,2016-04-27,1234
595,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH   STREET                   ,6E,10001,1,0,1,0,0,2009,2,R4,1275000,2016-03-14,1242
596,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH STREET                     ,8G,10001,1,0,1,0,0,2009,2,R4,750000,2016-07-29,1262
597,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,699,7502,,R4,540 WEST 28TH   STREET                   ,11D,10001,1,0,1,0,0,2009,2,R4,2700000,2015-12-18,1282
598,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1014,10011,1,0,1,0,0,2006,2,R4,0,2016-06-24,1013
599,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1101,10011,1,0,1,0,0,2006,2,R4,1125000,2016-01-13,1023
600,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH STREET                     ,1103,10011,1,0,1,0,0,2006,2,R4,2265000,2016-01-28,1025
601,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1122,10011,1,0,1,0,0,2006,2,R4,1600000,2016-01-05,1043
602,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1123,10011,1,0,1,0,0,2006,2,R4,1355000,2016-04-25,1044
603,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1215,10011,1,0,1,0,0,2006,2,R4,1350000,2015-09-17,1058
604,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH STREET                     ,1502,10011,1,0,1,0,0,2006,2,R4,0,2016-04-07,1076
605,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH STREET                     ,1701,10011,1,0,1,0,0,2006,2,R4,1150000,2015-11-24,1095
606,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH STREET                     ,1801,10011,1,0,1,0,0,2006,2,R4,1215000,2016-03-31,1105
607,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,1906,10011,1,0,1,0,0,2006,2,R4,1317500,2015-08-13,1120
608,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH STREET                     ,2006,10011,1,0,1,0,0,2006,2,R4,1335000,2016-04-11,1130
609,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,2101,10011,1,0,1,0,0,2006,2,R4,1865000,2016-04-29,1135
610,1,CHELSEA                  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,714,7501,,R4,450 WEST 17TH   STREET                   ,2105,10011,1,0,1,0,0,2006,2,R4,2254000,2015-09-18,1139
